iteration,ants_ms,evap_ms,comm_border_ms,comm_migrate_ms,update_ms,total_ms,global_food,total_ants
1,0.582209,0.03767,0.504614,0.484695,0.000727,1.22078,0,5000
2,0.529133,0.030041,0.052308,0.254291,0.000821,0.700533,0,5000
3,0.541803,0.028101,0.036966,0.282891,0.00074,0.68888,0,5000
4,0.595259,0.030031,0.030456,0.30903,0.000813,0.711418,0,5000
5,0.546298,0.047731,0.017663,0.300542,0.000952,0.695146,0,5000
6,0.55812,0.041287,0.022559,0.305917,0.001072,0.734047,0,5000
7,0.533388,0.02782,0.016009,0.284232,0.000839,0.678739,0,5000
8,0.524112,0.028724,0.017171,0.290643,0.000794,0.653823,0,5000
9,0.511709,0.027281,0.015773,0.258413,0.000779,0.627819,0,5000
10,0.518863,0.027244,0.015276,0.265677,0.000813,0.635564,0,5000
11,0.508721,0.031465,0.014858,0.26076,0.000903,0.62782,0,5000
12,0.511438,0.026965,0.020111,0.254501,0.00078,0.6281,0,5000
13,0.527892,0.027549,0.01726,0.258736,0.000768,0.630167,0,5000
14,0.602439,0.027588,0.015208,0.289029,0.000827,0.658917,0,5000
15,0.525112,0.028596,0.017464,0.251443,0.000732,0.623414,0,5000
16,0.511704,0.033227,0.018219,0.282077,0.000912,0.634997,0,5000
17,0.510773,0.028107,0.015643,0.256495,0.000715,0.613346,0,5000
18,0.512812,0.027801,0.014802,0.257139,0.000694,0.618581,0,5000
19,0.504081,0.031353,0.014626,0.255442,0.000826,0.611067,0,5000
20,0.487784,0.027329,0.014785,0.250034,0.000723,0.591639,0,5000
21,0.5074,0.029569,0.014238,0.252943,0.000736,0.59475,0,5000
22,0.508531,0.027108,0.014785,0.25576,0.000722,0.596808,0,5000
23,0.499981,0.028476,0.014029,0.242999,0.000877,0.597534,0,5000
24,0.504058,0.029125,0.014281,0.259169,0.000771,0.605447,0,5000
25,0.505564,0.027103,0.014135,0.252662,0.000715,0.595924,0,5000
26,0.610637,0.027424,0.027457,0.340674,0.000725,0.686377,0,5000
27,0.510139,0.030461,0.014465,0.270382,0.000786,0.620303,0,5000
28,0.502905,0.025388,0.017229,0.238107,0.000685,0.577544,0,5000
29,0.487571,0.028813,0.013463,0.230709,0.0008,0.566818,0,5000
30,0.488891,0.025165,0.013441,0.235737,0.000731,0.568855,0,5000
31,0.496768,0.025247,0.013427,0.227818,0.000757,0.564901,0,5000
32,0.493622,0.025343,0.013753,0.224002,0.000908,0.55985,0,5000
33,0.482246,0.025482,0.01337,0.226859,0.000708,0.561092,0,5000
34,0.493232,0.025792,0.013672,0.239439,0.000798,0.573118,0,5000
35,0.494846,0.025846,0.013505,0.228707,0.000723,0.565777,0,5000
36,0.489053,0.030468,0.013862,0.23668,0.000783,0.574379,0,5000
37,0.498211,0.025772,0.013202,0.225293,0.000722,0.560175,0,5000
38,0.563123,0.024319,0.012962,0.292205,0.000769,0.615671,0,5000
39,0.461589,0.025656,0.013016,0.212964,0.000834,0.539074,0,5000
40,0.482287,0.029155,0.013695,0.216209,0.000668,0.54674,0,5000
41,0.468805,0.025825,0.013181,0.215721,0.000683,0.538309,0,5000
42,0.455586,0.028558,0.013155,0.213521,0.000664,0.543568,0,5000
43,0.459312,0.029052,0.013046,0.220401,0.000922,0.542226,0,5000
44,0.453802,0.023611,0.012847,0.220286,0.000708,0.539369,0,5000
45,0.459246,0.027171,0.012645,0.222462,0.000738,0.543033,0,5000
46,0.4609,0.029818,0.012986,0.223343,0.0007,0.543459,0,5000
47,0.469745,0.022918,0.014871,0.205934,0.000689,0.543296,0,5000
48,0.450048,0.022592,0.012909,0.212715,0.00062,0.53602,0,5000
49,0.460047,0.02282,0.012196,0.205569,0.000638,0.531186,0,5000
50,0.452002,0.02239,0.014548,0.205791,0.000587,0.530672,0,5000
51,0.498071,0.022778,0.031624,0.243186,0.000666,0.582724,0,5000
52,0.465545,0.024512,0.014868,0.216769,0.000773,0.538799,0,5000
53,0.474426,0.032651,0.013072,0.224769,0.000801,0.552403,0,5000
54,0.467033,0.027854,0.014155,0.248761,0.000804,0.56912,0,5000
55,0.496477,0.024182,0.01316,0.225793,0.000598,0.543865,0,5000
