iteration,ants_ms,evap_ms,comm_border_ms,comm_migrate_ms,update_ms,total_ms,global_food,total_ants
27,2.08319,0.274259,0.000985,0.000529,0.003198,2.54866,0,5000
28,2.08345,0.277902,0.001029,0.000465,0.003102,2.54902,0,5000
29,2.10161,0.296654,0.000994,0.000558,0.003259,2.58597,0,5000
30,2.15445,0.313308,0.000987,0.000544,0.003112,2.65669,0,5000
31,2.11922,0.324627,0.001018,0.000501,0.003198,2.59583,0,5000
32,2.15503,0.316001,0.000995,0.000577,0.003385,2.67122,0,5000
33,2.12567,0.302724,0.001015,0.000544,0.003208,2.58124,0,5000
34,2.16093,0.306953,0.000993,0.000513,0.003396,2.65678,0,5000
35,2.12916,0.292327,0.001036,0.000625,0.003082,2.61534,0,5000
36,2.12964,0.295172,0.001035,0.000611,0.002962,2.61274,0,5000
37,2.14167,0.29286,0.000983,0.000456,0.003217,2.62221,0,5000
38,2.13917,0.290806,0.001044,0.000467,0.002985,2.61741,0,5000
39,2.13208,0.290213,0.000999,0.0005,0.003294,2.61019,0,5000
40,2.11744,0.289331,0.000983,0.000478,0.002878,2.5973,0,5000
41,2.12835,0.291223,0.000982,0.000555,0.00307,2.60704,0,5000
42,2.13621,0.28896,0.00097,0.00047,0.003079,2.61254,0,5000
43,2.15064,0.320965,0.001002,0.000509,0.00324,2.65936,0,5000
44,2.19676,0.349275,0.001007,0.000487,0.002934,2.73397,0,5000
45,2.16947,0.346265,0.001002,0.000497,0.002871,2.67635,0,5000
46,2.15676,0.298011,0.000994,0.000497,0.003101,2.64298,0,5000
47,2.17419,0.30889,0.000989,0.000575,0.00305,2.67085,0,5000
48,2.19465,0.303562,0.000986,0.000497,0.003194,2.69053,0,5000
49,2.17964,0.289783,0.001048,0.000466,0.003032,2.61446,0,5000
50,2.15378,0.291174,0.001046,0.000568,0.002927,2.63263,0,5000
51,2.16751,0.28956,0.001007,0.000508,0.003137,2.64482,0,5000
52,2.20158,0.305009,0.001019,0.000581,0.003037,2.69447,0,5000
53,2.15423,0.293284,0.000967,0.000461,0.002902,2.60298,0,5000
54,2.16925,0.330869,0.001014,0.000493,0.003055,2.68763,0,5000
55,2.19112,0.294264,0.001015,0.000491,0.003211,2.68175,0,5000
56,2.15053,0.294415,0.001014,0.000569,0.002994,2.60853,0,5000
57,2.16021,0.30827,0.000929,0.00048,0.002852,2.65551,0,5000
58,2.20227,0.313426,0.000999,0.000477,0.003197,2.70793,0,5000
59,2.1883,0.293258,0.001026,0.000506,0.002968,2.64294,0,5000
60,2.20296,0.289443,0.00099,0.000464,0.002921,2.68237,0,5000
61,2.18279,0.298301,0.001021,0.000505,0.002805,2.6687,0,5000
62,2.16313,0.296277,0.001005,0.00048,0.003055,2.64851,0,5000
63,2.17392,0.295595,0.001002,0.000444,0.003053,2.6568,0,5000
64,2.16222,0.308671,0.001002,0.000497,0.003052,2.66169,0,5000
65,2.17657,0.371875,0.001013,0.000444,0.003062,2.74282,0,5000
66,2.22087,0.37194,0.001,0.00144,0.003204,2.78816,0,5000
67,2.17344,0.363272,0.001117,0.000558,0.003174,2.7352,0,5000
68,2.19785,0.368358,0.001002,0.000549,0.003138,2.76054,0,5000
69,2.17548,0.370012,0.000994,0.000645,0.003172,2.73995,0,5000
70,2.16321,0.287831,0.001003,0.000534,0.003092,2.64416,0,5000
71,2.19353,0.292144,0.000985,0.000504,0.002982,2.67323,0,5000
72,2.16928,0.295324,0.000996,0.000544,0.00295,2.65222,0,5000
73,2.16406,0.289709,0.001,0.000599,0.003065,2.64148,0,5000
74,2.18849,0.28922,0.000978,0.000557,0.003049,2.66535,0,5000
75,2.1639,0.292976,0.00103,0.000542,0.003129,2.64471,0,5000
76,2.17554,0.292099,0.001008,0.000461,0.003031,2.65524,0,5000
77,2.18439,0.304205,0.00102,0.000434,0.003237,2.67622,0,5000
78,2.18044,0.292917,0.001017,0.000485,0.002842,2.66084,0,5000
79,2.21471,0.29692,0.00101,0.000581,0.003154,2.69941,0,5000
80,2.18388,0.292087,0.001039,0.000461,0.003116,2.66483,0,5000
81,2.26447,0.382379,0.001001,0.000762,0.003012,2.83468,0,5000
82,2.23176,0.393469,0.000987,0.000471,0.003562,2.8269,0,5000
83,2.23746,0.365698,0.001005,0.000484,0.003444,2.76572,0,5000
84,2.1788,0.350256,0.000975,0.000474,0.003347,2.72261,0,5000
85,2.19468,0.345147,0.001022,0.000482,0.003261,2.73427,0,5000
86,2.20233,0.29362,0.001017,0.000446,0.002935,2.68327,0,5000
87,2.1879,0.292044,0.001007,0.000543,0.003057,2.66865,0,5000
88,2.20467,0.299787,0.000971,0.000503,0.002949,2.69573,0,5000
89,2.22597,0.311579,0.000993,0.000572,0.003162,2.7315,0,5000
90,2.19254,0.338264,0.000977,0.000501,0.003793,2.7016,0,5000
91,2.22527,0.362384,0.001026,0.000767,0.003617,2.76148,0,5000
92,2.2962,0.32697,0.001008,0.000719,0.003992,2.80114,0,5000
93,2.41023,0.386199,0.000997,0.001696,0.004732,2.97672,0,5000
94,2.4359,0.312772,0.001342,0.000766,0.003358,2.94409,0,5000
95,2.24888,0.299241,0.001053,0.000554,0.003348,2.71364,0,5000
96,2.24002,0.316883,0.001005,0.000721,0.003031,2.74038,0,5000
97,2.25869,0.294345,0.001033,0.00065,0.003121,2.77431,0,5000
98,2.24178,0.329109,0.001,0.000537,0.003092,2.71885,0,5000
99,2.21529,0.309267,0.001007,0.000486,0.005252,2.71487,0,5000
100,2.21522,0.308855,0.001002,0.000492,0.003115,2.71432,0,5000
101,2.19364,0.292807,0.000993,0.000499,0.003116,2.67458,0,5000
102,2.20512,0.340286,0.001002,0.000518,0.00368,2.73364,0,5000
103,2.25625,0.289321,0.001021,0.000658,0.003162,2.7394,0,5000
104,2.23835,0.297581,0.001005,0.000623,0.002988,2.73881,0,5000
105,2.21212,0.294281,0.001032,0.000482,0.003088,2.64789,0,5000
106,2.19185,0.291533,0.000976,0.000491,0.002892,2.67074,0,5000
