iteration,ants_ms,evap_ms,comm_border_ms,comm_migrate_ms,update_ms,total_ms,global_food,total_ants
123,0.986293,0.081435,0.01392,0.365486,0.000827,1.14739,0,5000
124,1.02085,0.070143,0.015868,0.389897,0.000945,1.17094,0,5000
125,0.865874,0.075615,0.014747,0.226086,0.000656,1.00616,0,5000
126,0.862682,0.073747,0.011198,0.224588,0.001099,1.00272,0,5000
127,0.872194,0.075663,0.009973,0.235199,0.0008,1.01189,0,5000
128,0.88998,0.086479,0.011433,0.255517,0.000872,1.04331,0,5000
129,0.890729,0.079547,0.011408,0.242991,0.000653,1.02766,0,5000
130,0.881589,0.067764,0.051946,0.197568,0.000878,1.01476,0,5000
131,0.890015,0.082419,0.01064,0.205702,0.000627,1.01573,0,5000
132,0.896263,0.063492,0.009563,0.251141,0.000756,1.02189,0,5000
133,0.872961,0.064492,0.009713,0.225592,0.000621,0.994335,0,5000
134,0.89877,0.066186,0.009041,0.261623,0.000849,1.02596,0,5000
135,0.885765,0.070549,0.010143,0.245951,0.00061,1.00839,0,5000
136,0.898931,0.072608,0.008875,0.27222,0.000731,1.03137,0,5000
137,0.883252,0.067345,0.009812,0.242092,0.000578,0.996907,0,5000
138,0.857469,0.065523,0.010665,0.234211,0.00076,0.984008,0,5000
139,0.860871,0.059284,0.008837,0.239978,0.000627,0.979337,0,5000
140,0.855911,0.067521,0.00842,0.228585,0.000725,0.982628,0,5000
141,0.833289,0.038979,0.009278,0.218866,0.000638,0.931584,0,5000
142,0.831682,0.045813,0.008839,0.235936,0.001002,0.940701,0,5000
143,0.84658,0.053371,0.011766,0.215618,0.000588,0.962344,0,5000
144,0.813225,0.042707,0.012336,0.22304,0.000735,0.920449,0,5000
145,0.812177,0.038135,0.010926,0.211517,0.000574,0.907401,0,5000
146,0.793351,0.037322,0.01098,0.220974,0.000698,0.892723,0,5000
147,0.784334,0.037085,0.009185,0.205431,0.000552,0.877296,0,5000
148,0.784557,0.040456,0.008809,0.215351,0.00076,0.884318,0,5000
149,0.776162,0.041909,0.011381,0.206556,0.000678,0.870641,0,5000
150,0.785636,0.061397,0.008672,0.221977,0.000711,0.903977,0,5000
151,0.784886,0.060047,0.008682,0.193572,0.000554,0.899949,0,5000
152,0.79181,0.061545,0.008279,0.224984,0.000727,0.908568,0,5000
153,0.75285,0.057157,0.00897,0.221037,0.000511,0.86608,0,5000
154,0.753028,0.057333,0.007235,0.211024,0.000649,0.861429,0,5000
155,0.747072,0.056829,0.007344,0.206722,0.000521,0.85425,0,5000
156,0.762651,0.057384,0.008596,0.218266,0.000715,0.871398,0,5000
157,0.761185,0.05825,0.007642,0.191224,0.000517,0.846914,0,5000
158,0.758433,0.034443,0.00873,0.223943,0.000636,0.846626,0,5000
159,0.748016,0.033178,0.007888,0.207384,0.000551,0.833575,0,5000
160,0.733786,0.036561,0.007344,0.207513,0.000649,0.823354,0,5000
161,0.722325,0.055388,0.008006,0.190983,0.000556,0.827905,0,5000
162,0.740211,0.061386,0.007682,0.207156,0.000707,0.855243,0,5000
163,0.745798,0.061268,0.010137,0.202708,0.000565,0.857422,0,5000
164,0.741554,0.059948,0.007873,0.197768,0.000692,0.853616,0,5000
165,0.734659,0.069993,0.007567,0.180712,0.000496,0.841966,0,5000
166,0.738269,0.057576,0.007395,0.219417,0.000629,0.84785,0,5000
167,0.724441,0.057748,0.007825,0.199075,0.000574,0.830681,0,5000
168,0.734194,0.072707,0.00744,0.193719,0.000806,0.858292,0,5000
169,0.735565,0.071809,0.009301,0.203459,0.000593,0.85657,0,5000
170,0.707167,0.071148,0.007506,0.211101,0.000712,0.830283,0,5000
171,0.710329,0.070698,0.007103,0.18382,0.000516,0.815801,0,5000
172,0.706799,0.074802,0.007752,0.194644,0.000611,0.826924,0,5000
173,0.704155,0.072259,0.007629,0.190345,0.000599,0.822617,0,5000
174,0.697926,0.073007,0.007124,0.186146,0.000822,0.823332,0,5000
175,0.695488,0.071738,0.007437,0.180074,0.000637,0.81291,0,5000
176,0.68541,0.069167,0.007204,0.198732,0.000782,0.805404,0,5000
177,0.693839,0.078314,0.007196,0.159374,0.000469,0.799288,0,5000
178,0.706504,0.077639,0.008009,0.20259,0.000738,0.836996,0,5000
179,0.709983,0.065886,0.00837,0.181034,0.000536,0.823543,0,5000
180,0.724277,0.080845,0.008485,0.173059,0.00076,0.840729,0,5000
181,0.712369,0.073035,0.008937,0.195777,0.00057,0.84057,0,5000
182,0.706827,0.060532,0.007442,0.194389,0.000676,0.819935,0,5000
183,0.724583,0.055827,0.007382,0.194233,0.00049,0.81528,0,5000
184,0.71322,0.072345,0.007541,0.189107,0.00058,0.821221,0,5000
185,0.713181,0.07038,0.007111,0.202711,0.00055,0.829328,0,5000
186,0.712271,0.073921,0.007398,0.203996,0.000892,0.83422,0,5000
187,0.710409,0.070568,0.009537,0.219283,0.000516,0.834286,0,5000
188,0.718052,0.065801,0.009138,0.211005,0.000736,0.83709,0,5000
189,0.708305,0.056895,0.008576,0.186749,0.000541,0.811138,0,5000
190,0.716281,0.071224,0.006744,0.201382,0.000764,0.837483,0,5000
191,0.715286,0.07052,0.006964,0.202982,0.000639,0.832252,0,5000
192,0.708083,0.071069,0.006796,0.183521,0.000735,0.826779,0,5000
193,0.706349,0.071124,0.007167,0.18761,0.000573,0.822468,0,5000
194,0.695364,0.071584,0.008639,0.175198,0.000741,0.814822,0,5000
195,0.713227,0.07372,0.007237,0.200902,0.000547,0.832063,0,5000
196,0.718495,0.074953,0.006849,0.208926,0.000802,0.84235,0,5000
197,0.722191,0.074036,0.011004,0.17864,0.000557,0.84824,0,5000
198,0.713019,0.074709,0.007069,0.192142,0.0008,0.836807,0,5000
199,0.730178,0.056271,0.007416,0.19998,0.000529,0.836121,0,5000
200,0.745706,0.073165,0.007552,0.22496,0.00076,0.873375,0,5000
201,0.735521,0.07349,0.007346,0.183063,0.000564,0.84401,0,5000
202,0.732968,0.076006,0.007081,0.197006,0.000675,0.857922,0,5000
203,0.72962,0.071963,0.00866,0.191404,0.000591,0.848559,0,5000
204,0.734883,0.073753,0.007364,0.19963,0.000728,0.85755,0,5000
205,0.801964,0.056101,0.007001,0.238273,0.000541,0.907507,0,5000
206,0.78655,0.055596,0.007473,0.242649,0.00064,0.897893,0,5000
207,0.741837,0.054645,0.0072,0.201192,0.000532,0.847883,0,5000
208,0.75987,0.052347,0.007385,0.209656,0.000613,0.863995,0,5000
209,0.752624,0.053159,0.007358,0.212322,0.000557,0.85498,0,5000
210,0.767857,0.051792,0.007171,0.220411,0.000674,0.871539,0,5000
211,0.761667,0.054547,0.006991,0.200952,0.000528,0.86751,0,5000
212,0.754007,0.051736,0.006849,0.190855,0.000672,0.859699,0,5000
213,0.761272,0.054407,0.007454,0.197465,0.000553,0.868275,0,5000
214,0.783278,0.074547,0.007086,0.280151,0.000664,0.929897,0,5000
215,0.7624,0.057899,0.009324,0.198962,0.000576,0.86538,0,5000
216,0.752874,0.0738,0.007179,0.187601,0.000721,0.857048,0,5000
217,0.743005,0.059769,0.007077,0.213791,0.000527,0.854765,0,5000
218,0.742586,0.053237,0.007259,0.203244,0.000624,0.848495,0,5000
219,0.745484,0.052079,0.008309,0.198322,0.000554,0.845965,0,5000
220,0.747453,0.052126,0.008518,0.200883,0.000689,0.851828,0,5000
221,0.750685,0.051346,0.006933,0.20144,0.000576,0.853117,0,5000
222,0.763139,0.051633,0.007302,0.224161,0.000651,0.867601,0,5000
223,0.749673,0.051741,0.007524,0.206018,0.000584,0.850833,0,5000
224,0.804173,0.07004,0.00717,0.262084,0.000695,0.910988,0,5000
225,0.748138,0.056239,0.009563,0.205906,0.000517,0.85695,0,5000
226,0.735597,0.051175,0.007244,0.211121,0.000654,0.83869,0,5000
227,0.754844,0.058135,0.007767,0.213076,0.000515,0.853781,0,5000
228,0.741035,0.0599,0.007551,0.211091,0.000681,0.852728,0,5000
229,0.732025,0.052788,0.007879,0.192565,0.00054,0.835113,0,5000
230,0.722339,0.053648,0.00731,0.194432,0.000872,0.827365,0,5000
231,0.747019,0.051985,0.007123,0.214091,0.000518,0.847886,0,5000
232,0.77646,0.056753,0.007089,0.259244,0.000656,0.887097,0,5000
233,0.725754,0.052803,0.007681,0.186063,0.000554,0.827362,0,5000
234,0.745246,0.053648,0.007187,0.202367,0.00065,0.851585,0,5000
235,0.725132,0.058379,0.007259,0.179299,0.000655,0.83489,0,5000
236,0.750596,0.0599,0.009401,0.209664,0.00074,0.869301,0,5000
237,0.737407,0.064879,0.008791,0.17423,0.000547,0.854071,0,5000
238,0.746494,0.075089,0.01031,0.175878,0.000737,0.86386,0,5000
239,0.759807,0.05396,0.008982,0.19221,0.000574,0.867218,0,5000
240,0.795941,0.065565,0.007284,0.25818,0.000669,0.908301,0,5000
241,0.749104,0.054669,0.007996,0.191391,0.000493,0.852234,0,5000
242,0.742632,0.054734,0.007342,0.184877,0.000673,0.850988,0,5000
243,0.741849,0.05546,0.00776,0.184572,0.000536,0.847028,0,5000
244,0.758181,0.056356,0.007562,0.197404,0.000676,0.868777,0,5000
245,0.739542,0.055387,0.007921,0.170113,0.000513,0.84374,0,5000
246,0.753633,0.070038,0.007327,0.178947,0.000663,0.867823,0,5000
247,0.740279,0.076217,0.007703,0.188747,0.000669,0.862373,0,5000
248,0.801194,0.074679,0.007733,0.251419,0.000696,0.92863,0,5000
249,0.750599,0.060045,0.008372,0.199175,0.00056,0.858863,0,5000
250,0.746298,0.055904,0.007253,0.203377,0.000712,0.856273,0,5000
251,0.757971,0.053437,0.007303,0.211211,0.000554,0.861463,0,5000
252,0.763273,0.072652,0.007693,0.224927,0.000817,0.889295,0,5000
253,0.755586,0.079217,0.007086,0.193824,0.000616,0.873726,0,5000
254,0.754815,0.071021,0.00871,0.228521,0.000825,0.880319,0,5000
255,0.740354,0.076217,0.007678,0.1946,0.000591,0.864923,0,5000
256,0.80007,0.082467,0.007573,0.237302,0.000651,0.923382,0,5000
257,0.761187,0.058352,0.030927,0.198903,0.000538,0.869024,0,5000
258,0.753209,0.059567,0.007496,0.205983,0.000695,0.866112,0,5000
259,0.763371,0.047818,0.009421,0.21123,0.000627,0.865033,0,5000
260,0.783922,0.074299,0.009164,0.251116,0.000851,0.91585,0,5000
261,0.795245,0.077289,0.010443,0.255859,0.000748,0.921701,0,5000
262,0.787279,0.058029,0.007749,0.238758,0.00072,0.896335,0,5000
263,0.765175,0.05891,0.009923,0.211858,0.000638,0.877237,0,5000
264,0.802841,0.062807,0.010191,0.250514,0.000685,0.925008,0,5000
265,0.784672,0.07622,0.010513,0.210839,0.000566,0.895239,0,5000
266,0.774834,0.073934,0.009393,0.234167,0.00078,0.900005,0,5000
267,0.749921,0.073886,0.00837,0.192583,0.000603,0.872141,0,5000
268,0.752589,0.074195,0.007578,0.196,0.000826,0.87863,0,5000
269,0.756474,0.068354,0.007746,0.2123,0.000613,0.878867,0,5000
270,0.757379,0.058305,0.007472,0.200595,0.000709,0.869512,0,5000
271,0.75075,0.074982,0.007326,0.179365,0.000613,0.858236,0,5000
272,0.773313,0.060434,0.007283,0.2218,0.000652,0.88709,0,5000
273,0.736791,0.05698,0.008832,0.186918,0.000564,0.843311,0,5000
274,0.747711,0.073945,0.007377,0.188507,0.000771,0.87365,0,5000
275,0.74391,0.069732,0.007858,0.216923,0.000592,0.868346,0,5000
276,0.7371,0.073467,0.007468,0.195876,0.000696,0.855117,0,5000
277,0.75796,0.059316,0.0077,0.207028,0.000569,0.870752,0,5000
278,0.77558,0.074158,0.00906,0.220882,0.000711,0.887713,0,5000
279,0.775121,0.077967,0.008154,0.421135,0.000547,1.15836,0,5000
280,0.780105,0.059601,0.007861,0.20984,0.000716,0.896002,0,5000
281,0.810262,0.061184,0.007725,0.241714,0.000568,0.924417,0,5000
282,0.799987,0.060888,0.007712,0.232993,0.000775,0.917176,0,5000
283,0.830171,0.071746,0.00799,0.249628,0.00057,0.948641,0,5000
284,0.826538,0.063416,0.009444,0.281385,0.000753,0.948732,0,5000
285,0.820687,0.077253,0.008065,0.229134,0.000628,0.948009,0,5000
286,0.844021,0.079242,0.007748,0.261199,0.000864,0.973189,0,5000
287,0.888303,0.082723,0.007977,0.282065,0.000635,1.03445,0,5000
288,0.874472,0.049179,0.008577,0.259244,0.000762,0.981895,0,5000
289,0.919106,0.071907,0.009349,0.251408,0.000609,1.02404,0,5000
290,0.943626,0.089789,0.009109,0.307145,0.000844,1.1011,0,5000
291,0.897262,0.080148,0.010104,0.242722,0.000686,1.02541,0,5000
292,0.912701,0.062816,0.008879,0.250948,0.000755,1.0316,0,5000
293,0.911487,0.077103,0.009251,0.291568,0.00057,1.06716,0,5000
294,0.901044,0.066389,0.009162,0.290496,0.000774,1.0307,0,5000
295,0.915182,0.067663,0.009391,0.270006,0.000636,1.02469,0,5000
296,0.905325,0.048965,0.009435,0.262168,0.000862,1.02019,0,5000
297,0.913245,0.083357,0.01344,0.26188,0.00089,1.06424,0,5000
298,0.878197,0.08318,0.00994,0.256192,0.000909,1.0278,0,5000
299,0.883739,0.079304,0.009894,0.26549,0.000658,1.03494,0,5000
300,0.875792,0.069363,0.009622,0.262431,0.000776,1.0112,0,5000
301,0.87601,0.071788,0.010164,0.241804,0.000628,1.00845,0,5000
302,0.877708,0.083659,0.009432,0.268723,0.000901,1.0245,0,5000
303,0.869243,0.081245,0.008942,0.272648,0.000698,1.01065,0,5000
304,0.852221,0.082539,0.008006,0.272441,0.000895,0.992382,0,5000
305,0.848491,0.082049,0.008272,0.251257,0.000699,0.983961,0,5000
306,0.834252,0.065024,0.008071,0.237208,0.000753,0.955826,0,5000
307,0.831567,0.064883,0.008026,0.258692,0.000574,0.95376,0,5000
308,0.826942,0.063841,0.00814,0.236633,0.000634,0.929213,0,5000
309,0.828367,0.066098,0.008263,0.256798,0.000662,0.943048,0,5000
310,0.819717,0.062886,0.009352,0.2091,0.000692,0.936744,0,5000
311,0.810393,0.058024,0.008579,0.227209,0.00052,0.920214,0,5000
312,0.817576,0.060083,0.008355,0.214537,0.000818,0.920129,0,5000
313,0.831899,0.063343,0.011296,0.241663,0.000594,0.953881,0,5000
314,0.807117,0.067978,0.009281,0.299358,0.000751,1.00917,0,5000
315,0.819484,0.076162,0.008873,0.238949,0.000571,0.951481,0,5000
316,0.817232,0.076496,0.007841,0.253744,0.000815,0.947133,0,5000
317,0.816426,0.078382,0.009686,0.247253,0.000625,0.950045,0,5000
318,0.811457,0.078548,0.00784,0.253152,0.000876,0.950264,0,5000
319,0.786822,0.078367,0.009349,0.225437,0.000624,0.913949,0,5000
320,0.78834,0.076797,0.007779,0.233249,0.000884,0.920753,0,5000
321,0.779255,0.077969,0.007466,0.223387,0.000629,0.911336,0,5000
322,0.793313,0.061122,0.007673,0.233437,0.000781,0.921857,0,5000
323,0.783255,0.061964,0.007197,0.226654,0.000586,0.900026,0,5000
324,0.786149,0.058112,0.007442,0.231069,0.000776,0.900936,0,5000
325,0.804715,0.056358,0.007431,0.259992,0.000589,0.915021,0,5000
326,0.816226,0.042479,0.007476,0.278092,0.000713,0.912576,0,5000
327,0.811043,0.035917,0.009938,0.247815,0.000467,0.901973,0,5000
328,0.805367,0.038456,0.0079,0.259468,0.000665,0.900557,0,5000
329,0.795115,0.052103,0.007686,0.289235,0.000524,0.931947,0,5000
330,0.804712,0.060868,0.009179,0.240724,0.000711,0.924555,0,5000
331,0.805627,0.059102,0.007807,0.217316,0.000522,0.893201,0,5000
332,0.804888,0.07732,0.0088,0.253368,0.00084,0.939202,0,5000
333,0.807526,0.080805,0.008598,0.234301,0.00066,0.944387,0,5000
334,0.80473,0.080888,0.008662,0.25185,0.000816,0.941072,0,5000
335,0.801547,0.071521,0.008325,0.236084,0.000657,0.928835,0,5000
336,0.792306,0.076028,0.007561,0.243158,0.000864,0.925252,0,5000
337,0.806747,0.060593,0.007765,0.242764,0.000542,0.918869,0,5000
338,0.809003,0.061215,0.007275,0.255455,0.000751,0.917596,0,5000
339,0.811123,0.079748,0.007511,0.241592,0.00058,0.924903,0,5000
340,0.820768,0.078128,0.007629,0.241686,0.000701,0.933378,0,5000
341,0.816181,0.053318,0.007352,0.270593,0.000509,0.92293,0,5000
342,0.819269,0.076011,0.007576,0.290206,0.000745,0.950592,0,5000
343,0.809685,0.059627,0.007646,0.262174,0.000549,0.920475,0,5000
344,0.809673,0.057848,0.008016,0.253047,0.000733,0.927442,0,5000
345,0.813723,0.035991,0.00857,0.239829,0.000559,0.903527,0,5000
346,0.835255,0.042047,0.008201,0.246707,0.00079,0.934745,0,5000
347,0.839579,0.058581,0.011439,0.234558,0.000586,0.950987,0,5000
348,0.843043,0.057399,0.008472,0.260715,0.000678,0.956401,0,5000
349,0.83884,0.056824,0.008423,0.267676,0.000581,0.951035,0,5000
350,0.835304,0.061291,0.008391,0.258083,0.000721,0.955596,0,5000
351,0.827973,0.061104,0.009172,0.241782,0.000558,0.942953,0,5000
352,0.824167,0.058344,0.008686,0.243965,0.000741,0.939023,0,5000
353,0.83106,0.05707,0.00963,0.261767,0.000596,0.940757,0,5000
354,0.820285,0.057544,0.008348,0.254183,0.000674,0.932654,0,5000
355,0.857718,0.060178,0.008114,0.27924,0.000568,0.966798,0,5000
356,0.83582,0.059368,0.007804,0.261158,0.000754,0.94763,0,5000
357,0.830327,0.056848,0.008085,0.258783,0.000501,0.939291,0,5000
358,0.848485,0.06102,0.007992,0.290972,0.00071,0.963216,0,5000
359,0.844889,0.059856,0.007967,0.265524,0.000609,0.959268,0,5000
360,0.85152,0.061834,0.007756,0.2663,0.000881,0.972752,0,5000
361,0.870434,0.064728,0.008184,0.256455,0.000655,0.989597,0,5000
362,0.878912,0.063,0.008291,0.285146,0.00075,1.0011,0,5000
363,0.904199,0.06584,0.008999,0.283437,0.000649,1.0233,0,5000
364,0.908307,0.062026,0.008091,0.3071,0.000788,1.02959,0,5000
365,0.906974,0.067511,0.008452,0.288674,0.000588,1.02908,0,5000
366,0.924515,0.063494,0.008824,0.309632,0.000822,1.05193,0,5000
367,0.929806,0.066786,0.00863,0.308259,0.000653,1.05237,0,5000
368,0.917247,0.066562,0.008628,0.293766,0.000754,1.04634,0,5000
369,0.922537,0.067926,0.009183,0.281026,0.000606,1.04767,0,5000
370,0.969322,0.06654,0.009046,0.313944,0.000794,1.10096,0,5000
371,0.947572,0.065357,0.009269,0.301492,0.000623,1.07623,0,5000
372,0.921648,0.069168,0.009225,0.297256,0.000814,1.05465,0,5000
373,0.951927,0.067101,0.011303,0.297345,0.000672,1.08097,0,5000
374,0.95232,0.07009,0.009373,0.30408,0.000838,1.08721,0,5000
375,0.960793,0.0718,0.010701,0.296509,0.000798,1.0975,0,5000
