iteration,food_quantity,first_food_arrived,t_ants_s,t_evaporation_s,t_update_s,t_render_s,t_total_s
1,0,0,0.000474098,0.000107069,4.248e-06,0,0.000585415
2,0,0,0.00022685,5.8781e-05,4.239e-06,0,0.00028987
3,0,0,0.00022546,5.6293e-05,3.974e-06,0,0.000285727
4,0,0,0.00022785,5.4717e-05,3.904e-06,0,0.000286471
5,0,0,0.00023571,5.0466e-05,4.113e-06,0,0.000290289
6,0,0,0.000235837,4.9335e-05,4.033e-06,0,0.000289205
7,0,0,0.000238501,5.0031e-05,4.037e-06,0,0.000292569
8,0,0,0.000238544,5.266e-05,3.987e-06,0,0.000295191
9,0,0,0.000239442,5.059e-05,4.086e-06,0,0.000294118
10,0,0,0.000240887,5.1679e-05,3.854e-06,0,0.00029642
11,0,0,0.000243464,5.0182e-05,4.022e-06,0,0.000297668
12,0,0,0.00025886,5.1202e-05,3.966e-06,0,0.000314028
13,0,0,0.000242217,5.0387e-05,4.143e-06,0,0.000296747
14,0,0,0.000242317,5.1149e-05,4.05e-06,0,0.000297516
15,0,0,0.000245115,5.0573e-05,4.007e-06,0,0.000299695
16,0,0,0.000244808,5.0188e-05,3.927e-06,0,0.000298923
17,0,0,0.000245142,5.0875e-05,4.009e-06,0,0.000300026
18,0,0,0.000247988,5.1937e-05,3.914e-06,0,0.000303839
19,0,0,0.000244273,4.992e-05,4.034e-06,0,0.000298227
20,0,0,0.000245097,5.0024e-05,4.051e-06,0,0.000299172
21,0,0,0.000246324,4.9947e-05,4.162e-06,0,0.000300433
22,0,0,0.000246486,5.1465e-05,5.409e-06,0,0.00030336
23,0,0,0.000242948,5.597e-05,4.848e-06,0,0.000303766
24,0,0,0.000249701,5.7109e-05,5.313e-06,0,0.000312123
25,0,0,0.000256748,5.7561e-05,4.699e-06,0,0.000319008
26,0,0,0.000253145,5.9435e-05,4.793e-06,0,0.000317373
27,0,0,0.000252422,5.6818e-05,4.538e-06,0,0.000313778
28,0,0,0.00025699,5.9565e-05,4.733e-06,0,0.000321288
29,0,0,0.000254427,5.9774e-05,5.151e-06,0,0.000319352
30,0,0,0.000255786,5.8906e-05,5.495e-06,0,0.000320187
31,0,0,0.000259208,5.9811e-05,4.941e-06,0,0.00032396
32,0,0,0.000260307,5.9777e-05,5.336e-06,0,0.00032542
33,0,0,0.000261964,6.0711e-05,4.509e-06,0,0.000327184
34,0,0,0.000262364,6.0861e-05,4.932e-06,0,0.000328157
35,0,0,0.000259119,6.0078e-05,4.98e-06,0,0.000324177
36,0,0,0.000261747,6.0096e-05,4.759e-06,0,0.000326602
37,0,0,0.000258204,6.0323e-05,4.828e-06,0,0.000323355
38,0,0,0.00025581,6.0677e-05,4.996e-06,0,0.000321483
39,0,0,0.000256268,6.0554e-05,4.686e-06,0,0.000321508
40,0,0,0.00025609,6.0661e-05,4.923e-06,0,0.000321674
41,0,0,0.000253905,6.0282e-05,4.783e-06,0,0.00031897
42,0,0,0.000253971,6.0244e-05,4.804e-06,0,0.000319019
43,0,0,0.000254907,6.4275e-05,4.967e-06,0,0.000324149
44,0,0,0.000254748,6.0452e-05,4.566e-06,0,0.000319766
45,0,0,0.000257943,6.0334e-05,5.151e-06,0,0.000323428
46,0,0,0.000255468,6.3642e-05,4.928e-06,0,0.000324038
47,0,0,0.000252956,6.1177e-05,4.853e-06,0,0.000318986
48,0,0,0.000262323,6.2635e-05,4.781e-06,0,0.000329739
49,0,0,0.000261242,6.6204e-05,5.187e-06,0,0.000332633
50,0,0,0.000261689,6.2742e-05,5.069e-06,0,0.0003295
51,0,0,0.000264557,6.3368e-05,5.137e-06,0,0.000333062
52,0,0,0.000264293,6.5176e-05,4.869e-06,0,0.000334338
53,0,0,0.000262236,6.1541e-05,5.178e-06,0,0.000328955
54,0,0,0.000262411,6.2487e-05,4.992e-06,0,0.00032989
55,0,0,0.000262391,6.5973e-05,4.981e-06,0,0.000333345
56,0,0,0.000261502,6.2115e-05,5.171e-06,0,0.000328788
57,0,0,0.000260312,7.337e-05,4.783e-06,0,0.000338465
58,0,0,0.000264631,5.6482e-05,4.599e-06,0,0.000325712
59,0,0,0.000262797,5.48e-05,5.299e-06,0,0.000322896
60,0,0,0.000276505,5.3977e-05,4.72e-06,0,0.000335202
61,0,0,0.00025754,5.5423e-05,4.823e-06,0,0.000317786
62,0,0,0.00025721,5.3486e-05,4.938e-06,0,0.000315634
63,0,0,0.000259958,5.331e-05,4.898e-06,0,0.000318166
64,0,0,0.000258253,5.3495e-05,4.73e-06,0,0.000316478
65,0,0,0.000258684,5.2933e-05,5.092e-06,0,0.000316709
66,0,0,0.000259506,5.5238e-05,5.022e-06,0,0.000319766
67,0,0,0.000265692,5.5122e-05,5.15e-06,0,0.000325964
68,0,0,0.000267978,5.5309e-05,4.801e-06,0,0.000328088
69,0,0,0.000266384,5.5615e-05,4.941e-06,0,0.00032694
70,0,0,0.000264656,5.5699e-05,4.972e-06,0,0.000325327
71,0,0,0.000277673,5.6512e-05,5.292e-06,0,0.000339477
72,0,0,0.000271884,5.6361e-05,5.101e-06,0,0.000333346
73,0,0,0.000269165,5.5344e-05,4.889e-06,0,0.000329398
74,0,0,0.000269287,5.4573e-05,5.081e-06,0,0.000328941
75,0,0,0.00026446,5.4864e-05,5.107e-06,0,0.000324431
76,0,0,0.000268111,5.4341e-05,5.555e-06,0,0.000328007
77,0,0,0.000272457,5.4438e-05,5.726e-06,0,0.000332621
78,0,0,0.000267599,5.4347e-05,5.289e-06,0,0.000327235
79,0,0,0.000274318,5.5197e-05,5.725e-06,0,0.00033524
80,0,0,0.0002686,5.4785e-05,5.355e-06,0,0.00032874
81,0,0,0.000264703,5.4573e-05,5.102e-06,0,0.000324378
82,0,0,0.000272069,5.5308e-05,4.784e-06,0,0.000332161
83,0,0,0.000264103,5.5024e-05,4.923e-06,0,0.00032405
