iteration,food_quantity,first_food_arrived,t_ants_s,t_evaporation_s,t_update_s,t_render_s,t_total_s
1,0,0,0.000809332,0.000174999,3.924e-06,0,0.000988255
2,0,0,0.000623724,0.000142489,4.244e-06,0,0.000770457
3,0,0,0.000627645,0.000118964,3.594e-06,0,0.000750203
4,0,0,0.000641132,0.00011856,3.852e-06,0,0.000763544
5,0,0,0.000650337,0.000117783,3.805e-06,0,0.000771925
6,0,0,0.000661191,0.000117615,4.187e-06,0,0.000782993
7,0,0,0.00066187,0.000125532,3.887e-06,0,0.000791289
8,0,0,0.000679665,0.00012047,4.159e-06,0,0.000804294
9,0,0,0.000682405,0.000123556,4.229e-06,0,0.00081019
10,0,0,0.000688587,0.000121318,4.203e-06,0,0.000814108
11,0,0,0.000681773,0.000119643,4.167e-06,0,0.000805583
12,0,0,0.000682155,0.00013617,4.158e-06,0,0.000822483
13,0,0,0.000689088,0.000124882,3.938e-06,0,0.000817908
14,0,0,0.000701957,0.000126813,4.132e-06,0,0.000832902
15,0,0,0.000695681,0.000160334,4.177e-06,0,0.000860192
16,0,0,0.000696325,0.000157659,4.752e-06,0,0.000858736
17,0,0,0.000683747,0.000121517,4.065e-06,0,0.000809329
18,0,0,0.000655638,0.000221463,3.78e-06,0,0.000880881
19,0,0,0.000609434,0.000115062,4.385e-06,0,0.000728881
20,0,0,0.000616835,0.00011721,4.117e-06,0,0.000738162
21,0,0,0.000613664,0.000116228,4.164e-06,0,0.000734056
22,0,0,0.000614377,0.000116465,4.284e-06,0,0.000735126
23,0,0,0.000611901,0.000115946,4.405e-06,0,0.000732252
24,0,0,0.000620338,8.3563e-05,3.912e-06,0,0.000707813
25,0,0,0.000578394,8.5306e-05,3.674e-06,0,0.000667374
26,0,0,0.000572079,8.2906e-05,4.299e-06,0,0.000659284
27,0,0,0.00056608,8.2303e-05,3.919e-06,0,0.000652302
28,0,0,0.00057052,8.3186e-05,3.995e-06,0,0.000657701
29,0,0,0.000567261,8.2707e-05,3.977e-06,0,0.000653945
30,0,0,0.000574242,8.2726e-05,4.259e-06,0,0.000661227
31,0,0,0.000576847,8.2705e-05,4.23e-06,0,0.000663782
32,0,0,0.000572918,8.6042e-05,4.263e-06,0,0.000663223
33,0,0,0.000573048,8.5888e-05,4.065e-06,0,0.000663001
34,0,0,0.000571234,8.4446e-05,3.858e-06,0,0.000659538
35,0,0,0.000569097,8.7526e-05,3.906e-06,0,0.000660529
36,0,0,0.000571482,8.7486e-05,4.14e-06,0,0.000663108
37,0,0,0.000578374,8.6863e-05,4.071e-06,0,0.000669308
38,0,0,0.000568776,8.4832e-05,4.159e-06,0,0.000657767
39,0,0,0.000577097,8.6894e-05,4.081e-06,0,0.000668072
40,0,0,0.00058321,8.4577e-05,4.094e-06,0,0.000671881
41,0,0,0.000583875,8.3063e-05,3.938e-06,0,0.000670876
42,0,0,0.000584023,0.000104279,4.119e-06,0,0.000692421
43,0,0,0.00059902,8.6187e-05,4.195e-06,0,0.000689402
44,0,0,0.000595771,0.000103512,4.406e-06,0,0.000703689
45,0,0,0.000582007,0.00010376,4.382e-06,0,0.000690149
46,0,0,0.000588991,9.5351e-05,3.944e-06,0,0.000688286
47,0,0,0.00059932,0.000103613,4.327e-06,0,0.00070726
48,0,0,0.00061363,0.000109046,4.687e-06,0,0.000727363
49,0,0,0.000645177,8.7111e-05,4.32e-06,0,0.000736608
50,0,0,0.000617212,8.9389e-05,4.154e-06,0,0.000710755
51,0,0,0.00061109,8.7068e-05,4.123e-06,0,0.000702281
52,0,0,0.000626678,9.4531e-05,4.297e-06,0,0.000725506
53,0,0,0.000647894,9.3691e-05,4.304e-06,0,0.000745889
54,0,0,0.000647306,6.9886e-05,4.526e-06,0,0.000721718
55,0,0,0.00064687,5.9698e-05,4.437e-06,0,0.000711005
56,0,0,0.000647656,6.7608e-05,4.904e-06,0,0.000720168
57,0,0,0.000642157,6.7206e-05,4.274e-06,0,0.000713637
