iteration,food_quantity,first_food_arrived,t_ants_s,t_evaporation_s,t_update_s,t_render_s,t_total_s
1,0,0,0.001863776,0.000343349,3.14e-06,0,0.002210265
2,0,0,0.00187277,0.000321697,3.43e-06,0,0.002197897
3,0,0,0.001811665,0.000319696,3.275e-06,0,0.002134636
4,0,0,0.001715353,0.000245679,2.906e-06,0,0.001963938
5,0,0,0.001725094,0.000212328,2.908e-06,0,0.00194033
6,0,0,0.001836457,0.000239456,3.022e-06,0,0.002078935
7,0,0,0.00176473,0.000222711,2.971e-06,0,0.001990412
8,0,0,0.00188837,0.000265457,2.945e-06,0,0.002156772
9,0,0,0.001837344,0.000224246,2.766e-06,0,0.002064356
10,0,0,0.001800176,0.000209414,2.791e-06,0,0.002012381
11,0,0,0.001787173,0.000197437,2.831e-06,0,0.001987441
12,0,0,0.001784814,0.000187089,2.771e-06,0,0.001974674
13,0,0,0.00177638,0.000186261,2.832e-06,0,0.001965473
14,0,0,0.001832783,0.000203958,2.857e-06,0,0.002039598
15,0,0,0.001834035,0.000235796,3.002e-06,0,0.002072833
16,0,0,0.001850043,0.000263136,3.175e-06,0,0.002116354
17,0,0,0.001869056,0.000244533,2.807e-06,0,0.002116396
18,0,0,0.00182023,0.000209053,2.947e-06,0,0.00203223
19,0,0,0.001826169,0.000201633,2.799e-06,0,0.002030601
20,0,0,0.001837132,0.000186822,2.823e-06,0,0.002026777
21,0,0,0.001869489,0.0001939,2.75e-06,0,0.002066139
22,0,0,0.001888377,0.000206251,3.271e-06,0,0.002097899
23,0,0,0.001886512,0.000250587,2.971e-06,0,0.00214007
24,0,0,0.001908497,0.000234463,2.909e-06,0,0.002145869
25,0,0,0.00199975,0.000316671,3.323e-06,0,0.002319744
26,0,0,0.002023294,0.000309022,2.956e-06,0,0.002335272
27,0,0,0.001940973,0.000287856,2.928e-06,0,0.002231757
28,0,0,0.002086829,0.000262977,2.72e-06,0,0.002352526
29,0,0,0.001916962,0.000254872,3.022e-06,0,0.002174856
30,0,0,0.0018986,0.00020654,2.817e-06,0,0.002107957
31,0,0,0.001913108,0.000207313,2.901e-06,0,0.002123322
32,0,0,0.002070769,0.000297695,3.056e-06,0,0.00237152
33,0,0,0.001962146,0.000319846,3.188e-06,0,0.00228518
34,0,0,0.001941437,0.000202041,2.771e-06,0,0.002146249
35,0,0,0.001890637,0.000199519,3.027e-06,0,0.002093183
36,0,0,0.001897958,0.000189065,2.722e-06,0,0.002089745
37,0,0,0.001958556,0.000225778,3.15e-06,0,0.002187484
38,0,0,0.00191777,0.000243357,2.723e-06,0,0.00216385
39,0,0,0.002040508,0.00023954,3.128e-06,0,0.002283176
40,0,0,0.002060789,0.000306884,3.11e-06,0,0.002370783
41,0,0,0.001933275,0.00030756,3.389e-06,0,0.002244224
42,0,0,0.001909313,0.00028122,3.253e-06,0,0.002193786
43,0,0,0.001932424,0.000195637,2.865e-06,0,0.002130926
44,0,0,0.001933749,0.000201241,2.952e-06,0,0.002137942
45,0,0,0.00192749,0.000189276,7.371e-06,0,0.002124137
46,0,0,0.001928797,0.000192673,2.926e-06,0,0.002124396
47,0,0,0.00202807,0.000311581,3.055e-06,0,0.002342706
48,0,0,0.002061447,0.000321222,3.108e-06,0,0.002385777
49,0,0,0.001989826,0.000237997,2.936e-06,0,0.002230759
50,0,0,0.001917457,0.000234152,2.933e-06,0,0.002154542
51,0,0,0.001897361,0.000203834,2.953e-06,0,0.002104148
52,0,0,0.001920792,0.000192989,2.897e-06,0,0.002116678
53,0,0,0.001913249,0.000190868,2.823e-06,0,0.00210694
