iteration,food_quantity,first_food_arrived,t_ants_s,t_evaporation_s,t_update_s,t_render_s,t_total_s
1,0,0,0.000447696,8.9137e-05,3.774e-06,0,0.000540607
2,0,0,0.000202086,4.5842e-05,3.572e-06,0,0.0002515
3,0,0,0.000205248,3.9338e-05,3.732e-06,0,0.000248318
4,0,0,0.00021361,3.9988e-05,3.678e-06,0,0.000257276
5,0,0,0.00021447,3.8308e-05,3.58e-06,0,0.000256358
6,0,0,0.000217246,3.8848e-05,3.529e-06,0,0.000259623
7,0,0,0.000219812,3.8747e-05,3.528e-06,0,0.000262087
8,0,0,0.000223579,3.9177e-05,3.609e-06,0,0.000266365
9,0,0,0.000222611,3.9324e-05,3.711e-06,0,0.000265646
10,0,0,0.000221825,3.8251e-05,3.477e-06,0,0.000263553
11,0,0,0.000221487,4.2423e-05,3.499e-06,0,0.000267409
12,0,0,0.00022232,3.9279e-05,3.432e-06,0,0.000265031
13,0,0,0.00022312,3.9443e-05,3.54e-06,0,0.000266103
14,0,0,0.000224433,3.8644e-05,3.537e-06,0,0.000266614
15,0,0,0.000226061,3.9265e-05,3.628e-06,0,0.000268954
16,0,0,0.000226318,3.8676e-05,3.663e-06,0,0.000268657
17,0,0,0.00022458,3.8819e-05,3.625e-06,0,0.000267024
18,0,0,0.000228414,3.8593e-05,3.616e-06,0,0.000270623
19,0,0,0.000238345,3.8693e-05,3.59e-06,0,0.000280628
20,0,0,0.000230106,3.8696e-05,3.596e-06,0,0.000272398
21,0,0,0.000231402,3.912e-05,3.571e-06,0,0.000274093
22,0,0,0.000228959,4.1802e-05,3.568e-06,0,0.000274329
23,0,0,0.000230361,3.9471e-05,3.714e-06,0,0.000273546
24,0,0,0.000230615,3.8703e-05,3.52e-06,0,0.000272838
25,0,0,0.000229162,3.9123e-05,3.615e-06,0,0.0002719
26,0,0,0.000231222,3.9329e-05,3.598e-06,0,0.000274149
27,0,0,0.00023011,3.928e-05,3.608e-06,0,0.000272998
28,0,0,0.000227832,3.9423e-05,3.529e-06,0,0.000270784
29,0,0,0.000228186,3.8475e-05,3.565e-06,0,0.000270226
30,0,0,0.000232764,4.8446e-05,5.018e-06,0,0.000286228
31,0,0,0.000224124,4.7662e-05,4.139e-06,0,0.000275925
32,0,0,0.00022395,4.8093e-05,3.943e-06,0,0.000275986
33,0,0,0.000229856,4.8208e-05,3.957e-06,0,0.000282021
34,0,0,0.000223933,4.8019e-05,4.191e-06,0,0.000276143
35,0,0,0.00022426,4.8173e-05,3.949e-06,0,0.000276382
36,0,0,0.000235592,4.7605e-05,3.934e-06,0,0.000287131
37,0,0,0.00022841,4.859e-05,3.876e-06,0,0.000280876
38,0,0,0.000226047,4.8195e-05,3.933e-06,0,0.000278175
39,0,0,0.000225611,4.8249e-05,4.278e-06,0,0.000278138
40,0,0,0.000225699,5.0119e-05,3.986e-06,0,0.000279804
41,0,0,0.000222521,4.8527e-05,4.176e-06,0,0.000275224
42,0,0,0.000223964,4.8227e-05,4.12e-06,0,0.000276311
43,0,0,0.000225594,4.8051e-05,3.923e-06,0,0.000277568
44,0,0,0.000228655,4.7869e-05,3.859e-06,0,0.000280383
45,0,0,0.00022707,4.8524e-05,4.071e-06,0,0.000279665
46,0,0,0.000227674,4.8102e-05,4.007e-06,0,0.000279783
47,0,0,0.000235788,5.1759e-05,4.332e-06,0,0.000291879
48,0,0,0.000235536,5.417e-05,4.277e-06,0,0.000293983
49,0,0,0.000246771,5.1864e-05,4.37e-06,0,0.000303005
50,0,0,0.000246579,5.1476e-05,4.454e-06,0,0.000302509
51,0,0,0.000248451,5.1588e-05,4.539e-06,0,0.000304578
52,0,0,0.000246887,5.1351e-05,4.531e-06,0,0.000302769
53,0,0,0.000245316,5.2002e-05,4.401e-06,0,0.000301719
54,0,0,0.000250428,5.3192e-05,4.363e-06,0,0.000307983
55,0,0,0.000254452,5.2849e-05,4.451e-06,0,0.000311752
56,0,0,0.000254632,5.4936e-05,4.464e-06,0,0.000314032
57,0,0,0.00025864,5.3719e-05,4.508e-06,0,0.000316867
58,0,0,0.000256126,5.3512e-05,4.428e-06,0,0.000314066
59,0,0,0.000257741,5.3429e-05,4.818e-06,0,0.000315988
60,0,0,0.000270552,5.5428e-05,4.825e-06,0,0.000330805
61,0,0,0.000263472,5.4868e-05,4.911e-06,0,0.000323251
62,0,0,0.000264538,5.4669e-05,4.767e-06,0,0.000323974
63,0,0,0.000297912,6.344e-05,5.236e-06,0,0.000366588
64,0,0,0.000295648,6.2315e-05,5.212e-06,0,0.000363175
65,0,0,0.0002933,6.2244e-05,5.272e-06,0,0.000360816
66,0,0,0.000293823,6.2238e-05,5.304e-06,0,0.000361365
67,0,0,0.000293516,6.27e-05,5.551e-06,0,0.000361767
68,0,0,0.000294382,6.238e-05,5.201e-06,0,0.000361963
69,0,0,0.000310833,6.5288e-05,5.675e-06,0,0.000381796
70,0,0,0.000309577,6.5854e-05,5.962e-06,0,0.000381393
71,0,0,0.00031724,6.7509e-05,5.872e-06,0,0.000390621
72,0,0,0.00031665,6.6729e-05,5.569e-06,0,0.000388948
73,0,0,0.000320048,6.5419e-05,5.944e-06,0,0.000391411
74,0,0,0.000311584,6.4244e-05,5.656e-06,0,0.000381484
75,0,0,0.000317216,6.6403e-05,6.131e-06,0,0.00038975
76,0,0,0.000317811,6.9889e-05,5.7e-06,0,0.0003934
77,0,0,0.000318326,6.9851e-05,6.177e-06,0,0.000394354
78,0,0,0.000330604,6.9707e-05,6.208e-06,0,0.000406519
79,0,0,0.000333899,7.0288e-05,6.018e-06,0,0.000410205
80,0,0,0.000332591,6.9789e-05,5.96e-06,0,0.00040834
81,0,0,0.000333621,7.0111e-05,5.873e-06,0,0.000409605
82,0,0,0.000328562,6.962e-05,6.245e-06,0,0.000404427
83,0,0,0.000330449,6.9898e-05,5.93e-06,0,0.000406277
84,0,0,0.000334147,6.9947e-05,5.922e-06,0,0.000410016
85,0,0,0.000332553,6.9689e-05,5.861e-06,0,0.000408103
86,0,0,0.000334664,6.9906e-05,5.98e-06,0,0.00041055
87,0,0,0.000331491,7.0472e-05,6.108e-06,0,0.000408071
88,0,0,0.00033047,7.486e-05,6.091e-06,0,0.000411421
89,0,0,0.000346119,7.2925e-05,6.343e-06,0,0.000425387
90,0,0,0.0003431,7.2507e-05,6.314e-06,0,0.000421921
91,0,0,0.000345139,7.2863e-05,6.457e-06,0,0.000424459
92,0,0,0.000342703,7.2424e-05,6.362e-06,0,0.000421489
93,0,0,0.000347037,7.3368e-05,6.286e-06,0,0.000426691
94,0,0,0.00034167,7.3351e-05,6.547e-06,0,0.000421568
95,0,0,0.000343645,7.5413e-05,6.16e-06,0,0.000425218
96,0,0,0.000347196,7.2973e-05,6.072e-06,0,0.000426241
97,0,0,0.000343572,7.3098e-05,6.426e-06,0,0.000423096
98,0,0,0.000348224,7.3618e-05,6.414e-06,0,0.000428256
99,0,0,0.000344344,7.3073e-05,6.221e-06,0,0.000423638
100,0,0,0.000345425,7.318e-05,6.506e-06,0,0.000425111
101,0,0,0.000342744,7.2709e-05,6.435e-06,0,0.000421888
102,0,0,0.000340821,7.7075e-05,6.267e-06,0,0.000424163
103,0,0,0.000352283,7.5025e-05,5.748e-06,0,0.000433056
104,0,0,0.000333792,6.9689e-05,6.188e-06,0,0.000409669
105,0,0,0.000332396,7.0976e-05,6.161e-06,0,0.000409533
106,0,0,0.000329338,6.921e-05,5.852e-06,0,0.0004044
107,0,0,0.000333352,7.0341e-05,6.344e-06,0,0.000410037
108,0,0,0.000331543,6.9857e-05,6.164e-06,0,0.000407564
109,0,0,0.000331209,6.9817e-05,6.009e-06,0,0.000407035
110,0,0,0.000343597,6.8301e-05,6.009e-06,0,0.000417907
111,0,0,0.000319616,6.7207e-05,5.952e-06,0,0.000392775
112,0,0,0.000331495,6.7565e-05,5.808e-06,0,0.000404868
113,0,0,0.000319664,6.744e-05,5.659e-06,0,0.000392763
114,0,0,0.000317567,7.3981e-05,5.727e-06,0,0.000397275
115,0,0,0.000320954,6.7556e-05,5.422e-06,0,0.000393932
116,0,0,0.000324196,6.6673e-05,5.86e-06,0,0.000396729
117,0,0,0.000333281,6.6632e-05,6.116e-06,0,0.000406029
118,0,0,0.000316488,6.6891e-05,6.354e-06,0,0.000389733
119,0,0,0.000317937,6.7685e-05,6.093e-06,0,0.000391715
120,0,0,0.000320153,6.7018e-05,6.027e-06,0,0.000393198
121,0,0,0.000317698,6.7373e-05,5.924e-06,0,0.000390995
122,0,0,0.000324476,6.7457e-05,5.417e-06,0,0.00039735
123,0,0,0.000318775,6.5856e-05,5.797e-06,0,0.000390428
124,0,0,0.000322512,6.6525e-05,6.014e-06,0,0.000395051
125,0,0,0.000322997,6.7259e-05,6.189e-06,0,0.000396445
126,0,0,0.000322904,6.8508e-05,5.479e-06,0,0.000396891
127,0,0,0.00031134,6.4759e-05,5.615e-06,0,0.000381714
128,0,0,0.000308354,6.6083e-05,5.502e-06,0,0.000379939
129,0,0,0.0003088,6.5085e-05,5.491e-06,0,0.000379376
130,0,0,0.000311098,6.5284e-05,5.453e-06,0,0.000381835
131,0,0,0.00030939,6.5285e-05,5.892e-06,0,0.000380567
132,0,0,0.000309263,6.8118e-05,5.359e-06,0,0.00038274
133,0,0,0.000308403,6.5299e-05,5.642e-06,0,0.000379344
134,0,0,0.000310797,6.5075e-05,5.366e-06,0,0.000381238
135,0,0,0.000314671,6.3912e-05,5.704e-06,0,0.000384287
136,0,0,0.000301828,6.4534e-05,5.406e-06,0,0.000371768
137,0,0,0.000302297,6.464e-05,5.543e-06,0,0.00037248
138,0,0,0.000306383,6.5431e-05,5.461e-06,0,0.000377275
139,0,0,0.000302444,6.467e-05,5.362e-06,0,0.000372476
140,0,0,0.000305295,6.5042e-05,5.555e-06,0,0.000375892
141,0,0,0.000304139,6.4009e-05,6.799e-06,0,0.000374947
142,0,0,0.000302127,6.4407e-05,5.172e-06,0,0.000371706
143,0,0,0.000312966,6.4984e-05,5.488e-06,0,0.000383438
144,0,0,0.000300522,6.5063e-05,5.391e-06,0,0.000370976
145,0,0,0.00030341,6.4694e-05,5.469e-06,0,0.000373573
146,0,0,0.000316038,6.4928e-05,5.641e-06,0,0.000386607
147,0,0,0.000304798,6.5765e-05,5.554e-06,0,0.000376117
148,0,0,0.000307658,6.487e-05,5.545e-06,0,0.000378073
149,0,0,0.00030223,6.2286e-05,5.456e-06,0,0.000369972
150,0,0,0.000293502,6.2644e-05,5.29e-06,0,0.000361436
151,0,0,0.000294988,6.2847e-05,5.332e-06,0,0.000363167
152,0,0,0.000293179,6.2533e-05,5.628e-06,0,0.00036134
153,0,0,0.000293047,6.2272e-05,5.058e-06,0,0.000360377
154,0,0,0.000304337,6.2975e-05,5.249e-06,0,0.000372561
155,0,0,0.000291341,6.2426e-05,5.259e-06,0,0.000359026
156,0,0,0.000304144,6.2543e-05,5.395e-06,0,0.000372082
157,0,0,0.000292656,6.2576e-05,5.557e-06,0,0.000360789
158,0,0,0.000292967,6.2825e-05,4.9e-06,0,0.000360692
159,0,0,0.000302731,6.3336e-05,5.344e-06,0,0.000371411
160,0,0,0.000284046,6.0007e-05,5.196e-06,0,0.000349249
161,0,0,0.000284845,5.9952e-05,5.341e-06,0,0.000350138
162,0,0,0.000293646,6.0694e-05,5.41e-06,0,0.00035975
163,0,0,0.000284195,5.9848e-05,4.92e-06,0,0.000348963
164,0,0,0.000282873,5.9716e-05,5.17e-06,0,0.000347759
165,0,0,0.000284942,5.9915e-05,5.24e-06,0,0.000350097
166,0,0,0.000283663,5.9523e-05,5.335e-06,0,0.000348521
167,0,0,0.000292319,6.2773e-05,5.185e-06,0,0.000360277
168,0,0,0.000281484,5.9719e-05,5.142e-06,0,0.000346345
169,0,0,0.000284275,6.0215e-05,4.837e-06,0,0.000349327
170,0,0,0.000287429,6.722e-05,5.173e-06,0,0.000359822
171,0,0,0.000282523,5.9966e-05,5.38e-06,0,0.000347869
172,0,0,0.000283945,6.0373e-05,5.064e-06,0,0.000349382
173,0,0,0.000285771,6.0128e-05,5.15e-06,0,0.000351049
174,0,0,0.000283364,6.0539e-05,5.089e-06,0,0.000348992
175,0,0,0.000282201,6.0228e-05,5.139e-06,0,0.000347568
176,0,0,0.00028888,5.755e-05,4.895e-06,0,0.000351325
177,0,0,0.000271633,5.7818e-05,4.9e-06,0,0.000334351
178,0,0,0.000272743,5.8129e-05,4.857e-06,0,0.000335729
179,0,0,0.000275454,5.8031e-05,4.902e-06,0,0.000338387
180,0,0,0.000272861,5.8346e-05,4.962e-06,0,0.000336169
181,0,0,0.000273407,6.42e-05,4.891e-06,0,0.000342498
182,0,0,0.00027331,5.8961e-05,5.13e-06,0,0.000337401
183,0,0,0.000273784,5.8301e-05,4.647e-06,0,0.000336732
184,0,0,0.0002723,5.7557e-05,4.893e-06,0,0.00033475
185,0,0,0.000274412,5.802e-05,4.938e-06,0,0.00033737
186,0,0,0.000273661,5.8073e-05,4.747e-06,0,0.000336481
187,0,0,0.00027198,5.847e-05,5.046e-06,0,0.000335496
188,0,0,0.000275601,5.8088e-05,4.799e-06,0,0.000338488
189,0,0,0.000272491,5.8522e-05,4.772e-06,0,0.000335785
190,0,0,0.000277539,6.0314e-05,5.329e-06,0,0.000343182
191,0,0,0.000282727,5.9909e-05,5.05e-06,0,0.000347686
192,0,0,0.000281731,6.0366e-05,5.256e-06,0,0.000347353
193,0,0,0.000282922,6.2546e-05,5.119e-06,0,0.000350587
194,0,0,0.000280801,6.0311e-05,5.213e-06,0,0.000346325
195,0,0,0.000283554,6.0074e-05,5.126e-06,0,0.000348754
196,0,0,0.000286533,5.9893e-05,5.118e-06,0,0.000351544
197,0,0,0.000282974,6.0176e-05,4.907e-06,0,0.000348057
198,0,0,0.000282404,5.9774e-05,4.998e-06,0,0.000347176
199,0,0,0.000289819,4.9843e-05,5.296e-06,0,0.000344958
200,0,0,0.000281637,5.0219e-05,5.492e-06,0,0.000337348
201,0,0,0.000282641,5.1318e-05,5.459e-06,0,0.000339418
202,0,0,0.000295996,5.1942e-05,5.463e-06,0,0.000353401
203,0,0,0.000290773,5.2658e-05,5.373e-06,0,0.000348804
204,0,0,0.000290195,5.2498e-05,5.761e-06,0,0.000348454
205,0,0,0.000293221,5.1818e-05,5.442e-06,0,0.000350481
206,0,0,0.000290005,5.2507e-05,5.305e-06,0,0.000347817
207,0,0,0.000296852,5.3901e-05,5.753e-06,0,0.000356506
208,0,0,0.000301296,5.4549e-05,5.588e-06,0,0.000361433
209,0,0,0.000300158,5.603e-05,5.276e-06,0,0.000361464
210,0,0,0.000304944,5.4207e-05,5.613e-06,0,0.000364764
211,0,0,0.000300681,5.3687e-05,5.735e-06,0,0.000360103
