iteration,food_quantity,first_food_arrived,t_ants_s,t_evaporation_s,t_update_s,t_render_s,t_total_s
1,0,0,0.001665755,0.000285009,2.947e-06,0,0.001953711
2,0,0,0.001573271,0.000201864,2.695e-06,0,0.00177783
3,0,0,0.001628906,0.000185531,2.78e-06,0,0.001817217
4,0,0,0.001649232,0.000171549,2.7e-06,0,0.001823481
5,0,0,0.00169536,0.000167786,2.708e-06,0,0.001865854
6,0,0,0.001753641,0.00016921,2.736e-06,0,0.001925587
7,0,0,0.00184843,0.000188674,2.713e-06,0,0.002039817
8,0,0,0.00185563,0.000309368,3.277e-06,0,0.002168275
9,0,0,0.001846003,0.000232778,2.698e-06,0,0.002081479
10,0,0,0.001816319,0.000206054,2.77e-06,0,0.002025143
11,0,0,0.001813095,0.000196304,2.905e-06,0,0.002012304
12,0,0,0.001791405,0.00018433,2.893e-06,0,0.001978628
13,0,0,0.001861172,0.000196888,2.826e-06,0,0.002060886
14,0,0,0.001831035,0.000183738,2.866e-06,0,0.002017639
15,0,0,0.001851657,0.000192724,2.966e-06,0,0.002047347
16,0,0,0.001832141,0.000201149,2.848e-06,0,0.002036138
17,0,0,0.001817698,0.000196477,2.673e-06,0,0.002016848
18,0,0,0.00180668,0.000181186,2.755e-06,0,0.001990621
19,0,0,0.001806228,0.000179605,2.696e-06,0,0.001988529
20,0,0,0.001821129,0.000179566,2.72e-06,0,0.002003415
21,0,0,0.001858396,0.000190897,2.82e-06,0,0.002052113
22,0,0,0.00184012,0.000187303,2.78e-06,0,0.002030203
23,0,0,0.001916735,0.000187248,2.741e-06,0,0.002106724
24,0,0,0.001887156,0.000179462,2.611e-06,0,0.002069229
25,0,0,0.001886438,0.000203117,2.964e-06,0,0.002092519
26,0,0,0.001874335,0.000179437,2.772e-06,0,0.002056544
27,0,0,0.001852962,0.00017527,2.746e-06,0,0.002030978
28,0,0,0.001867944,0.000179927,3.081e-06,0,0.002050952
29,0,0,0.001871833,0.000175984,2.717e-06,0,0.002050534
30,0,0,0.001862905,0.000181804,2.789e-06,0,0.002047498
31,0,0,0.001871883,0.000177105,2.738e-06,0,0.002051726
32,0,0,0.001866651,0.000178612,2.83e-06,0,0.002048093
33,0,0,0.001859548,0.000181353,2.761e-06,0,0.002043662
34,0,0,0.001894138,0.000176918,2.693e-06,0,0.002073749
35,0,0,0.001889203,0.00018299,2.695e-06,0,0.002074888
